strain,stress
0.0,-0.012002964070557762
0.00202020202020202,-0.000314846739989336
0.00404040404040404,0.0013100537212284548
0.006060606060606061,0.0025539072499598647
0.00808080808080808,0.029766962855005394
0.0101010101010101,0.019184164185925067
0.012121212121212121,0.005543318863104864
0.014141414141414142,0.03034365455103999
0.01616161616161616,0.04539372172030231
0.01818181818181818,0.0374973700202053
0.0202020202020202,0.014972196093738505
0.022222222222222223,0.028308544728060832
0.024242424242424242,0.04879599204953244
0.026262626262626262,0.03201638410332463
0.028282828282828285,0.04648687604531986
0.030303030303030304,0.05273923613057264
0.03232323232323232,0.038655626214583544
0.03434343434343434,0.05024874984922122
0.03636363636363636,0.02133666056798067
0.03838383838383838,0.046396272735669784
0.0404040404040404,0.05698999990292158
0.04242424242424243,0.04989733765560937
0.044444444444444446,0.08154197161437414
0.046464646464646465,0.053741587043262665
0.048484848484848485,0.06644941061934383
0.050505050505050504,0.07494509506917964
0.052525252525252523,0.09081850963702973
0.05454545454545454,0.0647947788767956
0.05656565656565657,0.09351148864809773
0.05858585858585859,0.08468675911483005
0.06060606060606061,0.07745135448344737
0.06262626262626263,0.09454624101704337
0.06464646464646465,0.09455064846917063
0.06666666666666667,0.08916814486871909
0.06868686868686869,0.0984533604667869
0.0707070707070707,0.09646135073548841
0.07272727272727272,0.10398229617678344
0.07474747474747474,0.11197393306426975
0.07676767676767676,0.12369055536455505
0.07878787878787878,0.09790165142477472
0.0808080808080808,0.1340306302985491
0.08282828282828283,0.09557040403398608
0.08484848484848485,0.11593434834472202
0.08686868686868687,0.125665669135863
0.08888888888888889,0.12489155525186084
0.09090909090909091,0.11812209654076526
0.09292929292929293,0.12450312692486405
0.09494949494949495,0.1238569003003952
0.09696969696969697,0.1250626381733365
0.09898989898989899,0.14158802557689681
0.10101010101010101,0.13876376172499932
0.10303030303030303,0.13033155111605094
0.10505050505050505,0.14828869262587938
0.10707070707070707,0.144362325418795
0.10909090909090909,0.15137877465978977
0.1111111111111111,0.15147106407778732
0.11313131313131314,0.13877287343909034
0.11515151515151516,0.14331212844179303
0.11717171717171718,0.15820071437169936
0.1191919191919192,0.1586077166208685
0.12121212121212122,0.15403331717684762
0.12323232323232323,0.1571157124119609
0.12525252525252525,0.17038069771541234
0.12727272727272726,0.1533111838781613
0.1292929292929293,0.166281709350347
0.13131313131313133,0.1603334014031567
0.13333333333333333,0.16168364477072572
0.13535353535353536,0.17631368866032204
0.13737373737373737,0.17500569559284207
0.1393939393939394,0.17627221947730357
0.1414141414141414,0.18253732801462239
0.14343434343434344,0.17099768415165548
0.14545454545454545,0.17887184981325813
0.14747474747474748,0.17017379157872986
0.1494949494949495,0.17770163904270153
0.15151515151515152,0.17430136790393788
0.15353535353535352,0.17767483341914167
0.15555555555555556,0.18371773420155715
0.15757575757575756,0.17060444125850494
0.1595959595959596,0.20069019471958688
0.1616161616161616,0.17064502416541946
0.16363636363636364,0.16946141908348566
0.16565656565656567,0.1940417980961005
0.16767676767676767,0.19119403969418922
0.1696969696969697,0.19029475248116673
0.1717171717171717,0.19107266460266267
0.17373737373737375,0.18536202262767437
0.17575757575757575,0.17716698161470348
0.17777777777777778,0.18751250491740987
0.1797979797979798,0.1805578365294678
0.18181818181818182,0.19761588316150078
0.18383838383838383,0.18688977586629826
0.18585858585858586,0.18056168318443816
0.18787878787878787,0.18601996983217023
0.1898989898989899,0.19374142549155746
0.1919191919191919,0.18431451557456935
0.19393939393939394,0.18203084837064337
0.19595959595959597,0.1929531460055763
0.19797979797979798,0.19319139631402749
0.2,0.18586031092885688
