strain,stress
0.0,-0.0024574306408594432
0.00202020202020202,0.000302929920943443
0.00404040404040404,-0.0209093595965777
0.006060606060606061,0.008544250910518861
0.00808080808080808,0.009803075150107643
0.0101010101010101,0.022096410724449695
0.012121212121212121,0.036641719355908764
0.014141414141414142,0.0324306853759698
0.01616161616161616,0.02148327284462767
0.01818181818181818,0.016107458327277124
0.0202020202020202,0.05589949378577724
0.022222222222222223,0.033743069796868225
0.024242424242424242,0.03626617347679567
0.026262626262626262,0.038851827888412405
0.028282828282828285,0.044029529371536126
0.030303030303030304,0.04354929147703984
0.03232323232323232,0.04218831086156201
0.03434343434343434,0.045375413997435304
0.03636363636363636,0.053421801266511415
0.03838383838383838,0.05120590143767503
0.0404040404040404,0.052387223590081536
0.04242424242424243,0.06343947175217683
0.044444444444444446,0.06266808640084923
0.046464646464646465,0.08308293070869588
0.048484848484848485,0.044340157402383534
0.050505050505050504,0.08455275781554335
0.052525252525252523,0.08886662867134486
0.05454545454545454,0.05841949806450851
0.05656565656565657,0.07845297518574465
0.05858585858585859,0.08087001984467627
0.06060606060606061,0.07319132404674866
0.06262626262626263,0.08214703939850192
0.06464646464646465,0.08145429305877765
0.06666666666666667,0.11269301807454327
0.06868686868686869,0.10711212354836133
0.0707070707070707,0.1130300376540476
0.07272727272727272,0.11006384336470332
0.07474747474747474,0.09406210860688699
0.07676767676767676,0.10258518454030378
0.07878787878787878,0.1151735520253224
0.0808080808080808,0.10047901846306698
0.08282828282828283,0.12222126633093497
0.08484848484848485,0.1150489453134965
0.08686868686868687,0.11603428899552125
0.08888888888888889,0.12919123625654544
0.09090909090909091,0.12879172485383159
0.09292929292929293,0.122974687770246
0.09494949494949495,0.140380207680626
0.09696969696969697,0.12014565246677962
0.09898989898989899,0.13925136067612923
0.10101010101010101,0.14112461944503268
0.10303030303030303,0.13416518267551758
0.10505050505050505,0.14255402409396803
0.10707070707070707,0.1287781944461759
0.10909090909090909,0.15249042366346918
0.1111111111111111,0.1433257542941213
0.11313131313131314,0.14183559334312068
0.11515151515151516,0.1594040311021316
0.11717171717171718,0.14368434141503916
0.1191919191919192,0.13841940100289826
0.12121212121212122,0.13867604138125006
0.12323232323232323,0.16200253809232948
0.12525252525252525,0.14479975523256527
0.12727272727272726,0.17677483958636325
0.1292929292929293,0.13999144145980938
0.13131313131313133,0.17931989161039602
0.13333333333333333,0.1659706314750241
0.13535353535353536,0.16435878902174622
0.13737373737373737,0.16130234123487228
0.1393939393939394,0.1721284842608179
0.1414141414141414,0.1691061929188306
0.14343434343434344,0.18182066455549312
0.14545454545454545,0.1731945965869289
0.14747474747474748,0.17477947675928318
0.1494949494949495,0.17082385339567854
0.15151515151515152,0.17503334221040406
0.15353535353535352,0.17978289145813509
0.15555555555555556,0.16066448002062178
0.15757575757575756,0.16530479386978253
0.1595959595959596,0.18719896290295945
0.1616161616161616,0.1824138523616959
0.16363636363636364,0.17976347184783617
0.16565656565656567,0.18264502869175375
0.16767676767676767,0.18675322980817657
0.1696969696969697,0.17865595750755156
0.1717171717171717,0.17700616225599675
0.17373737373737375,0.18744294290712032
0.17575757575757575,0.17635579755341146
0.17777777777777778,0.19083698689261733
0.1797979797979798,0.17030361760221052
0.18181818181818182,0.1981562422005797
0.18383838383838383,0.19308632450545007
0.18585858585858586,0.19137695249550205
0.18787878787878787,0.1990607380881553
0.1898989898989899,0.20626685539342698
0.1919191919191919,0.2000954617527904
0.19393939393939394,0.17184431001299122
0.19595959595959597,0.17772050422330016
0.19797979797979798,0.18449354482598346
0.2,0.1911906531846765
