strain,stress
0.0,-0.013044695005048533
0.00202020202020202,0.009726891106720533
0.00404040404040404,0.0097254892938065
0.006060606060606061,-0.0003115982875765682
0.00808080808080808,0.006973751278827487
0.0101010101010101,0.004542211857425994
0.012121212121212121,0.017525367433723595
0.014141414141414142,0.030716458285504608
0.01616161616161616,0.014314899286820539
0.01818181818181818,0.03221318256987227
0.0202020202020202,0.024863319569554232
0.022222222222222223,0.025222157134099903
0.024242424242424242,0.03505657695812063
0.026262626262626262,0.028740655535318696
0.028282828282828285,0.03651218871038576
0.030303030303030304,0.03301411667039078
0.03232323232323232,0.06757218225952827
0.03434343434343434,0.05119663892955651
0.03636363636363636,0.04675207888874554
0.03838383838383838,0.05877994825635491
0.0404040404040404,0.05839240091994488
0.04242424242424243,0.06016547347992564
0.044444444444444446,0.07135952557549204
0.046464646464646465,0.07561807792334203
0.048484848484848485,0.06554484401020838
0.050505050505050504,0.06787950688987193
0.052525252525252523,0.07365525977485213
0.05454545454545454,0.05613418874123416
0.05656565656565657,0.06672794050456261
0.05858585858585859,0.09825317117907943
0.06060606060606061,0.10371611812893972
0.06262626262626263,0.08743484587884688
0.06464646464646465,0.0983256211439936
0.06666666666666667,0.0982828151857424
0.06868686868686869,0.1285441477014391
0.0707070707070707,0.11151023581845178
0.07272727272727272,0.1015679468094633
0.07474747474747474,0.09579722191305502
0.07676767676767676,0.0917659240005258
0.07878787878787878,0.11231444277171546
0.0808080808080808,0.1051367890991434
0.08282828282828283,0.10086874493323435
0.08484848484848485,0.11098647045265259
0.08686868686868687,0.10896701703487327
0.08888888888888889,0.13895305292523616
0.09090909090909091,0.1331654893084657
0.09292929292929293,0.12650462301527063
0.09494949494949495,0.1435863510358838
0.09696969696969697,0.13172996881925478
0.09898989898989899,0.12447916259340394
0.10101010101010101,0.15042484763804542
0.10303030303030303,0.14264974750550408
0.10505050505050505,0.12892023232828229
0.10707070707070707,0.13938594342919286
0.10909090909090909,0.13449397093755258
0.1111111111111111,0.13134677834890784
0.11313131313131314,0.1563245990236275
0.11515151515151516,0.16800810524846402
0.11717171717171718,0.13674210258227534
0.1191919191919192,0.15813370633343957
0.12121212121212122,0.14773590742527085
0.12323232323232323,0.1510711847412261
0.12525252525252525,0.1516801095151394
0.12727272727272726,0.15058699006972145
0.1292929292929293,0.1612959518180949
0.13131313131313133,0.15404582676338524
0.13333333333333333,0.16656502506079632
0.13535353535353536,0.16482353904595876
0.13737373737373737,0.16436205163429768
0.1393939393939394,0.1590614864968812
0.1414141414141414,0.16371482663739578
0.14343434343434344,0.17834155799358545
0.14545454545454545,0.1770614919765523
0.14747474747474748,0.1635009066966789
0.1494949494949495,0.17545329857210937
0.15151515151515152,0.1831166696813326
0.15353535353535352,0.16001082095800076
0.15555555555555556,0.18319976587098738
0.15757575757575756,0.1721604105013812
0.1595959595959596,0.18547230864866388
0.1616161616161616,0.1730726064149913
0.16363636363636364,0.1635544842047178
0.16565656565656567,0.1661852649822682
0.16767676767676767,0.18375826222117367
0.1696969696969697,0.18665077932786
0.1717171717171717,0.17574604325897578
0.17373737373737375,0.19187041494391724
0.17575757575757575,0.1695243247068722
0.17777777777777778,0.18609366134899943
0.1797979797979798,0.17521929164696434
0.18181818181818182,0.18134632474930168
0.18383838383838383,0.1888343363944838
0.18585858585858586,0.18021252149952377
0.18787878787878787,0.1853882728064019
0.1898989898989899,0.1996750390409456
0.1919191919191919,0.1841828424073776
0.19393939393939394,0.1986099734469591
0.19595959595959597,0.17921920534408098
0.19797979797979798,0.19603977238209308
0.2,0.2053454288891472
